City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
482,Bethel,US,41.3712,-73.414,39.49,83,75,11.5,broken clouds
483,Moose Factory,CA,51.2585,-80.6094,15.8,44,0,13.8,clear sky
484,Balezino,RU,57.9796,53.0106,19.54,94,99,9.48,overcast clouds
485,Sampit,ID,-2.5333,112.95,73.76,90,100,0.98,overcast clouds
486,Angoche,MZ,-16.2325,39.9086,78.73,85,94,2.42,overcast clouds
487,Adrar,MR,20.5022,-10.0711,82.76,4,100,4.29,overcast clouds
488,Banjar,ID,-8.19,114.9675,80.46,93,96,2.42,light rain
489,Worthing,GB,50.8145,-0.3713,43.38,73,1,1.32,clear sky
490,Mugur-Aksy,RU,50.35,90.5,7.02,75,50,7.76,scattered clouds
491,Smirnykh,RU,49.75,142.8333,8.6,92,33,3.62,scattered clouds
492,Windhoek,NA,-22.5594,17.0832,71.11,37,6,3.44,clear sky
493,Olinda,BR,-8.0089,-34.8553,83.93,70,40,9.22,scattered clouds
494,Tautira,PF,-17.7333,-149.15,86.02,74,27,15.46,scattered clouds
495,Dicabisagan,PH,17.0818,122.4157,73.63,89,100,8.16,overcast clouds
496,Itarema,BR,-2.9248,-39.9167,80.87,76,72,13.0,broken clouds
497,Obo,CF,5.3998,26.4869,74.93,21,91,4.09,overcast clouds
498,Rognan,NO,67.0953,15.3878,26.74,88,100,2.08,light snow
499,Parelhas,BR,-6.6878,-36.6575,84.81,47,77,22.95,broken clouds
500,Gashua,NG,12.871,11.0482,70.68,16,2,10.58,clear sky
501,Channel-Port Aux Basques,CA,47.5702,-59.1367,16.32,65,100,9.04,light snow
502,Puerto Leguizamo,CO,-0.1934,-74.7819,78.12,91,99,2.75,overcast clouds
503,Victoria,HK,22.2855,114.1577,61.09,86,73,3.0,broken clouds
504,Oktyabrskiy,RU,54.4815,53.471,18.79,97,77,3.83,broken clouds
505,Miri,MY,4.4148,114.0089,75.34,100,40,3.44,scattered clouds
506,Lovozero,RU,68.005,35.0117,20.86,98,100,4.85,light snow
507,Norrtalje,SE,59.758,18.705,34.23,81,10,8.48,clear sky
508,Gambo,CF,4.6482,22.2633,71.76,47,37,1.34,scattered clouds
509,Mayo,US,38.8876,-76.5119,57.54,45,0,17.27,clear sky
510,Poronaysk,RU,49.2167,143.1167,8.6,94,80,1.48,broken clouds
511,Kungurtug,RU,50.5994,97.5228,2.32,94,100,1.74,overcast clouds
512,Seymchan,RU,62.8833,152.4333,-7.47,97,100,4.92,light snow
513,Lakki Marwat,PK,32.6079,70.9114,52.23,86,0,2.17,clear sky
514,Igarka,RU,67.4667,86.5833,12.33,96,100,5.37,light snow
515,New Ulm,US,44.3125,-94.4605,13.96,65,0,6.91,clear sky
516,Tura,IN,25.5198,90.2201,59.72,89,16,2.98,few clouds
517,Ulverstone,AU,-41.15,146.1667,60.21,70,79,10.47,broken clouds
518,Muskegon,US,43.3,-86.1334,29.1,54,40,8.05,scattered clouds
519,Ndioum,SN,16.5129,-14.6471,82.29,38,0,17.29,clear sky
520,The Valley,AI,18.217,-63.0578,80.46,65,40,12.66,scattered clouds
521,Necochea,AR,-38.5473,-58.7368,74.03,52,27,9.24,scattered clouds
522,Bilma,NE,18.6853,12.9164,65.77,18,0,6.46,clear sky
523,Clyde River,CA,70.4692,-68.5914,-7.37,77,100,25.32,light snow
524,Newcastle,AU,-32.9272,151.7765,70.72,95,100,11.5,light rain
525,Khash,IR,28.2211,61.2158,52.84,39,0,1.79,clear sky
526,Codajas,BR,-3.8367,-62.0569,75.87,92,100,2.01,overcast clouds
527,Hay River,CA,60.8156,-115.7999,15.78,79,75,8.05,broken clouds
528,Lubao,PH,14.9167,120.55,77.02,86,48,7.38,scattered clouds
529,Semnan,IR,35.5729,53.3971,52.2,47,52,1.43,broken clouds
530,Sale,MA,34.0389,-6.8166,61.48,94,75,5.75,broken clouds
531,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,75.0,13,85,20.65,overcast clouds
532,Igra,RU,57.5558,53.0547,19.71,95,97,7.47,overcast clouds
533,Kalvarija,LT,54.4,23.2333,34.16,86,50,10.0,scattered clouds
534,Midland,US,31.9974,-102.0779,44.49,29,0,11.5,clear sky
535,Rehoboth,NA,-23.3167,17.0833,73.65,26,1,1.66,clear sky
536,Pipri,IN,19.8,75.5333,71.55,32,6,2.19,clear sky
537,Santa Maria Del Oro,MX,25.9333,-105.3667,81.01,8,97,20.02,overcast clouds
538,Presidente Olegario,BR,-18.4178,-46.4181,69.55,88,14,2.21,few clouds
539,Lata,PT,40.1629,-8.3327,54.05,75,16,4.25,few clouds
540,Mumford,GH,5.2618,-0.759,79.63,91,2,8.39,clear sky
541,Biak,ID,-0.9131,122.8766,74.97,81,82,6.58,broken clouds
542,Camacha,PT,33.0833,-16.3333,57.96,72,40,18.41,scattered clouds
543,Suntar,RU,62.1444,117.6319,-24.61,99,56,3.91,broken clouds
544,Akdepe,TM,42.0551,59.3788,48.2,55,0,12.15,clear sky
545,Cabinda,AO,-5.55,12.2,80.47,84,56,3.62,light rain
546,Erdokertes,HU,47.6726,19.3079,42.12,44,100,4.79,overcast clouds
547,Ambunti,PG,-4.2365,142.8448,75.36,97,94,2.37,overcast clouds
548,Gidole,ET,5.65,37.3667,62.94,64,97,2.28,overcast clouds
549,Margate,GB,51.3813,1.3862,42.69,81,3,1.52,clear sky
550,San Juan,AR,-31.5375,-68.5364,89.2,22,0,4.47,clear sky
551,Christchurch,NZ,-43.5333,172.6333,70.61,73,2,2.3,clear sky
552,Humberto De Campos,BR,-2.5983,-43.4611,76.55,93,96,6.26,overcast clouds
553,Kaduqli,SD,11.0167,29.7167,74.14,14,51,9.98,broken clouds
554,Rockland,US,41.1668,-74.0496,41.49,75,73,1.99,broken clouds
555,Atikokan,CA,48.7555,-91.6216,12.65,79,6,8.59,clear sky
556,Falun,SE,60.6036,15.626,32.95,86,4,4.27,clear sky
557,Lensk,RU,60.7253,114.9278,-18.53,100,100,3.94,overcast clouds
558,Dudinka,RU,69.4058,86.1778,13.62,95,100,10.83,light snow
559,Cockburn Town,TC,21.4612,-71.1419,80.56,61,40,11.5,scattered clouds
560,Kruisfontein,ZA,-34.0033,24.7314,68.88,89,46,7.14,scattered clouds
561,Toktogul,KG,41.8708,72.9402,31.5,84,100,3.56,overcast clouds
562,Okato,NZ,-39.2,173.8833,63.68,59,0,3.83,clear sky
563,Ambilobe,MG,-13.2,49.05,76.57,91,89,2.35,overcast clouds
564,Poya,NC,-21.35,165.15,81.23,77,99,5.55,overcast clouds
565,Raudeberg,NO,61.9875,5.1352,32.95,78,50,11.77,scattered clouds
566,Hervey Bay,AU,-25.2986,152.8535,74.03,90,95,8.77,overcast clouds
567,Omboue,GA,-1.5746,9.2618,79.66,88,100,5.68,overcast clouds
568,Aranda De Duero,ES,41.6704,-3.6892,41.65,63,100,9.33,overcast clouds
569,Kalmunai,LK,7.4167,81.8167,77.9,81,30,7.74,scattered clouds
570,Saint-Junien,FR,45.8833,0.9,41.58,89,7,1.86,clear sky
571,Jiayuguan,CN,39.8167,98.3,29.01,27,4,6.76,clear sky
572,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,24,0,6.91,clear sky
573,Henties Bay,NA,-22.116,14.2845,64.85,87,3,4.23,clear sky
574,Ngunguru,NZ,-35.6167,174.5,73.17,70,16,8.19,few clouds
575,Juneau,US,58.3019,-134.4197,37.4,93,100,11.5,overcast clouds
576,Tupik,RU,54.4253,119.9327,-1.62,98,99,2.77,overcast clouds
577,Katol,IN,21.2667,78.5833,68.56,29,0,6.55,clear sky
578,Padang,ID,-0.9492,100.3543,75.42,87,92,4.21,overcast clouds
579,Pangai,TO,-19.8,-174.35,84.31,74,75,11.5,broken clouds
580,Pudozh,RU,61.8099,36.5345,33.48,87,100,11.74,overcast clouds
581,Rapid Valley,US,44.0625,-103.1463,27.59,53,0,8.01,clear sky
582,Hambantota,LK,6.1241,81.1185,75.54,100,0,6.91,clear sky
583,Kostomuksha,RU,64.571,30.5767,23.97,97,100,6.04,overcast clouds
584,Leshukonskoye,RU,64.8989,45.7622,30.31,96,100,9.89,light snow
585,San Isidro,PE,-12.1167,-77.05,74.25,70,75,10.36,broken clouds
586,Kongoussi,BF,13.3258,-1.5347,81.12,11,1,8.52,clear sky
587,Puerto Escondido,MX,15.85,-97.0667,85.28,62,1,7.58,clear sky
588,Aykhal,RU,66.0,111.5,-16.94,100,7,4.59,clear sky
589,Pamplona,ES,42.8169,-1.6432,40.93,65,20,4.61,few clouds
590,Malmyzh,RU,56.5205,50.6818,21.52,96,71,9.28,broken clouds
591,Manono,CD,-7.3,27.4167,67.44,97,92,3.51,overcast clouds
592,Harsin,IR,34.2721,47.5861,50.81,70,20,14.29,few clouds
593,Conde,BR,-7.2597,-34.9075,81.86,74,20,9.22,few clouds
594,Mombetsu,JP,44.3525,143.3525,16.86,79,27,7.74,scattered clouds
595,Aranos,NA,-24.1333,19.1167,76.5,27,0,13.67,clear sky
596,Sorong,ID,-0.8833,131.25,79.23,80,71,5.44,broken clouds
597,Jawhar,SO,2.7809,45.5005,76.21,86,10,10.49,clear sky
598,Mareeba,AU,-17.0,145.4333,77.43,93,6,4.88,clear sky
599,Jiexiu,CN,37.0244,111.9125,35.67,32,0,7.83,clear sky
600,Gbarnga,LR,6.9956,-9.4722,76.84,86,48,4.68,light rain
601,Saint-Pierre,RE,-21.3393,55.4781,78.44,73,0,4.61,clear sky
602,Sonoita,MX,31.85,-112.8333,60.53,20,0,5.88,clear sky
603,Oga,IT,46.4631,10.347,25.48,95,39,5.59,scattered clouds
604,Saint-Leu,RE,-21.15,55.2833,77.83,85,79,4.41,broken clouds
605,Brigantine,US,39.4101,-74.3646,48.47,72,20,19.57,few clouds
606,Yulara,AU,-25.2406,130.9889,73.24,43,1,9.22,clear sky
607,Setermoen,NO,68.861,18.3486,3.16,96,100,2.08,light snow
608,Pemberton,CA,50.3164,-122.8027,42.66,84,53,0.36,broken clouds
609,Tutoia,BR,-2.7619,-42.2744,84.18,81,100,11.45,overcast clouds
610,Olmos,PE,-5.9847,-79.7453,84.9,43,86,12.71,overcast clouds
611,Puri,IN,19.8,85.85,72.12,64,0,6.64,clear sky
612,Aksehir,TR,38.3575,31.4164,33.94,92,87,4.68,overcast clouds
613,Ozu,JP,33.5,132.55,35.22,77,4,2.93,clear sky
614,Kang,BW,-23.6752,22.7876,70.92,58,97,5.23,overcast clouds
615,Gariaband,IN,20.635,82.0614,63.95,35,0,0.78,clear sky
616,San Andres Del Rabanedo,ES,42.6117,-5.6167,42.78,60,100,3.0,overcast clouds
617,Vaitape,PF,-16.5167,-151.75,81.75,75,5,17.4,clear sky
618,Santa Vitoria,BR,-18.8386,-50.1214,79.83,69,50,4.14,light rain
619,La Asuncion,VE,11.0333,-63.8628,80.33,78,24,12.66,few clouds
620,Umm Bab,QA,25.2142,50.8072,58.68,54,1,11.12,clear sky
621,Santo Tomas,PH,14.1079,121.1414,75.45,85,100,6.87,overcast clouds
622,Akot,IN,21.0964,77.0586,73.81,24,4,4.25,clear sky
623,Kamenka,RU,51.3223,42.7678,30.74,98,100,9.55,overcast clouds
624,Morgan City,US,29.6994,-91.2068,62.01,67,100,13.8,overcast clouds
625,Altona,DE,53.55,9.9333,42.51,85,75,13.8,broken clouds
626,Nortelandia,BR,-14.4547,-56.8028,77.85,89,64,3.09,broken clouds
627,Tsabong,BW,-26.0217,22.401,75.7,46,25,5.97,scattered clouds
628,Kabale,UG,-1.2486,29.9899,57.33,90,99,3.49,overcast clouds
629,Lundazi,ZM,-12.2929,33.1782,64.96,97,100,2.13,light rain
630,Iqaluit,CA,63.7506,-68.5145,-18.31,68,75,17.27,broken clouds
631,Kunstat,CZ,49.5065,16.5172,34.25,75,7,5.5,clear sky
632,Mundo Nuevo,MX,18.7,-95.5,76.93,79,1,18.75,clear sky
633,Muravlenko,RU,63.7898,74.523,0.63,98,49,10.16,scattered clouds
634,Puteyets,RU,65.1716,57.091,28.62,89,100,12.86,overcast clouds
635,Lander,US,42.833,-108.7307,24.17,43,0,6.91,clear sky
636,Maxixe,MZ,-23.8597,35.3472,73.54,89,4,5.59,clear sky
637,Ladario,BR,-19.0047,-57.6017,93.49,52,20,6.91,few clouds
638,Corumba,BR,-19.0092,-57.6533,93.11,52,20,9.22,few clouds
639,Tilichiki,RU,60.4667,166.1,16.38,95,100,2.51,light snow
640,Caravelas,BR,-17.7125,-39.2481,77.65,83,2,4.83,clear sky
641,Mnogovershinnyy,RU,53.9353,139.9242,0.77,90,24,4.65,few clouds
642,Salobrena,ES,36.7428,-3.5872,58.46,80,100,8.05,overcast clouds
643,Bloomington,US,44.8408,-93.2983,19.62,60,20,11.5,few clouds
644,Xuddur,SO,4.1213,43.8894,75.88,66,99,16.26,overcast clouds
645,Okha,RU,53.5739,142.9478,8.29,85,9,14.14,clear sky
646,Zhengjiatun,CN,43.5064,123.5064,19.67,77,100,10.42,overcast clouds
647,Zhicheng,CN,30.2956,111.5047,44.49,82,50,1.68,scattered clouds
648,Wuning,CN,29.2589,120.2311,41.63,88,5,1.7,clear sky
649,Saryozek,KZ,44.3583,77.9753,22.89,77,76,3.18,broken clouds
650,Wattegama,LK,6.7989,81.4808,74.32,84,21,4.38,few clouds
651,Port Hedland,AU,-20.3167,118.5667,80.65,100,40,3.44,scattered clouds
652,Tha Muang,TH,13.9612,99.6412,75.09,50,76,5.5,broken clouds
653,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,71,51,6.46,broken clouds
654,Bilecik,TR,40.0,30.1667,31.62,99,100,3.36,overcast clouds
655,Okhotsk,RU,59.3833,143.3,1.4,84,100,7.56,overcast clouds
656,Mbamba,NG,9.9833,13.1,75.38,14,12,6.51,few clouds
657,Josanicka Banja,RS,43.3895,20.7503,40.3,89,50,3.13,scattered clouds
658,Sobolevo,RU,54.4299,31.8996,32.4,97,100,6.49,overcast clouds
659,Ormara,PK,25.2088,64.6357,72.28,69,0,11.52,clear sky
660,Karpathos,GR,35.507,27.2132,53.56,66,26,14.97,scattered clouds
661,Geraldton,AU,-28.7667,114.6,73.81,78,83,12.66,broken clouds
662,Barbacena,BR,-21.2258,-43.7736,74.71,60,0,6.91,clear sky
663,Tulsipur,NP,28.131,82.2973,54.07,63,59,5.7,broken clouds
664,Pizarro,CO,4.9533,-77.366,79.48,82,82,4.43,light rain
665,Huarmey,PE,-10.0681,-78.1522,75.25,78,53,11.23,broken clouds
666,Eenhana,NA,-17.4667,16.3333,67.75,59,56,6.15,broken clouds
667,Robertsport,LR,6.7533,-11.3686,80.24,87,47,11.41,scattered clouds
668,Ushtobe,KZ,45.2514,77.9838,23.7,87,95,3.85,overcast clouds
669,Ondangwa,NA,-17.9167,15.95,68.0,100,65,1.14,broken clouds
670,San Lorenzo De El Escorial,ES,40.5914,-4.1474,47.26,85,100,5.41,overcast clouds
671,Merauke,ID,-8.4667,140.3333,81.19,76,98,8.46,light rain
672,Denpasar,ID,-8.65,115.2167,80.26,88,40,12.66,scattered clouds
673,Areosa,PT,41.7178,-8.8571,58.26,64,42,6.22,scattered clouds
674,Bundaberg,AU,-24.85,152.35,74.21,93,100,6.91,overcast clouds
675,Kieta,PG,-6.2167,155.6333,81.75,83,99,7.23,light rain
676,Qaqortoq,GL,60.7167,-46.0333,6.46,94,100,9.19,light snow
677,Lindi,TZ,-10.0,39.7167,81.84,96,92,2.62,overcast clouds
678,Jalu,LY,29.0331,21.5482,57.13,53,9,7.07,clear sky
679,San Luis,AR,-33.295,-66.3356,80.37,48,45,3.04,scattered clouds
680,Miracema Do Tocantins,BR,-9.5618,-48.3967,81.37,72,78,3.2,broken clouds
681,Sawtell,AU,-30.3833,153.1,77.02,73,100,10.04,overcast clouds
682,Tateyama,JP,34.9833,139.8667,42.1,59,0,10.74,clear sky
683,Lahad Datu,MY,5.0268,118.327,72.75,96,99,6.31,overcast clouds
684,Siilinjarvi,FI,63.0833,27.6667,32.02,86,75,16.11,broken clouds
685,Harkany,HU,45.85,18.2367,43.97,45,100,9.22,light rain
686,Vestmannaeyjar,IS,63.4427,-20.2734,40.46,76,77,36.24,broken clouds
687,Rock Springs,US,41.5875,-109.2029,21.24,57,40,13.8,scattered clouds
688,Zavallya,UA,48.2135,30.0156,39.34,59,100,7.07,overcast clouds
689,Lock Haven,US,41.137,-77.4469,35.69,81,93,12.95,overcast clouds
690,Zirandaro,MX,18.45,-100.9833,101.34,17,0,3.09,clear sky
691,Dryden,CA,49.7833,-92.7503,10.69,44,0,18.41,clear sky
692,Jiuquan,CN,39.7432,98.5174,29.32,32,3,6.73,clear sky
693,Bereda,ES,43.2686,-7.5406,46.92,99,5,3.11,clear sky
694,Katsina,NG,12.9894,7.6006,69.44,14,0,9.01,clear sky
695,Boueni,YT,-12.9025,45.0761,80.58,76,100,5.73,overcast clouds
696,Grand Junction,US,39.0639,-108.5507,35.65,57,100,7.0,overcast clouds
697,Almaznyy,RU,48.0448,40.045,41.14,89,100,9.31,overcast clouds
698,Lasa,IT,46.6166,10.7002,34.7,88,29,7.05,scattered clouds
699,Hanzhong,CN,33.0728,107.0303,43.48,65,98,1.54,overcast clouds
700,Newport,GB,51.5877,-2.9984,42.91,86,13,4.61,few clouds
701,Ati,TD,13.2154,18.3353,71.29,13,6,11.9,clear sky
702,Manica,FR,49.0,-1.1667,36.81,90,3,2.35,clear sky
703,Gondar,ET,12.6,37.4667,62.2,32,98,5.26,overcast clouds
704,Morwell,AU,-38.2333,146.4,66.9,94,100,6.62,moderate rain
705,Sirsa,IN,29.5333,75.0167,60.57,60,97,13.73,overcast clouds
706,Corbita,RO,46.15,27.3,32.45,47,100,11.16,overcast clouds
707,Dingle,PH,10.9995,122.6711,73.35,91,87,8.77,overcast clouds
708,Menongue,AO,-14.6585,17.691,63.86,69,10,4.83,clear sky
709,Valparaiso,CL,-33.0393,-71.6273,80.83,46,0,13.8,clear sky
710,Andrews,US,32.3187,-102.5457,43.09,27,0,13.8,clear sky
711,Serik,TR,36.9169,31.0989,50.25,69,4,10.4,clear sky
712,Alberton,CA,46.8168,-64.0654,10.53,80,100,8.5,light snow
713,Sakakah,SA,29.9697,40.2064,56.77,50,0,7.99,clear sky
714,Buala,SB,-8.145,159.5921,83.07,79,100,8.21,light rain
715,Rundu,NA,-17.9333,19.7667,74.05,52,79,0.63,broken clouds
716,Filingue,NE,14.3521,3.3168,75.36,8,3,11.36,clear sky
717,Bhag,PK,29.0415,67.8239,70.03,19,4,0.16,clear sky
718,Thunder Bay,CA,48.4001,-89.3168,18.28,39,0,9.22,clear sky
719,Longhua,CN,23.6137,114.1919,51.33,89,1,1.81,clear sky
720,Saint-Francois,FR,46.4154,3.9054,34.68,83,0,2.3,clear sky
721,Norsup,VU,-16.0667,167.3833,81.5,79,100,1.48,moderate rain
722,Iquitos,PE,-3.7481,-73.2472,78.84,89,75,2.3,broken clouds
723,Shimoda,JP,34.6667,138.95,45.91,65,63,5.14,broken clouds
724,Taoudenni,ML,22.6783,-3.9836,84.2,10,53,7.56,broken clouds
725,Foumban,CM,5.7291,10.9001,69.44,22,0,2.95,clear sky
