City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Belmonte,-15.8631,-38.8828,79.3,87,100,6.91,BR,2/13/2022 23:29
283,Hualmay,-11.0964,-77.6139,72.3,78,19,10.02,PE,2/13/2022 23:31
284,Mar Del Plata,-38.0023,-57.5575,66.22,71,0,3.44,AR,2/13/2022 23:31
285,Savannah Bight,16.45,-85.85,80.65,74,8,15.35,HN,2/13/2022 23:31
286,Sembe,1.6481,14.5806,74.1,53,89,2.33,CG,2/13/2022 23:31
287,Goya,-29.14,-59.2626,71.87,29,0,4.79,AR,2/13/2022 23:31
288,Banjarmasin,-3.3244,114.591,77.14,84,100,1.83,ID,2/13/2022 23:31
289,Talnakh,69.4865,88.3972,-7.6,70,11,8.7,RU,2/13/2022 23:31
290,Puerto Maldonado,-12.6,-69.1833,79.2,78,0,2.3,PE,2/13/2022 23:31
291,Sorland,67.667,12.6934,33.53,55,100,22.21,NO,2/13/2022 23:29
292,Northam,51.0333,-4.2167,46.26,87,100,19.44,GB,2/13/2022 23:28
293,Deputatskiy,69.3,139.9,-11.88,94,87,5.21,RU,2/13/2022 23:30
294,Hue,16.4667,107.6,64.51,94,75,9.22,VN,2/13/2022 23:31
295,Hurghada,27.2574,33.8129,60.84,41,0,14.97,EG,2/13/2022 23:31
296,Kayes,14,-11,76.05,13,24,9.17,ML,2/13/2022 23:31
297,Kapoeta,4.7717,33.5903,83.46,29,73,4.18,SS,2/13/2022 23:31
298,Naze,28.3667,129.4833,58.12,85,100,17.92,JP,2/13/2022 23:31
299,Kurchum,48.5722,83.6542,12.56,92,100,1.99,KZ,2/13/2022 23:31
300,Chimore,-16.9833,-65.1333,72.1,95,48,2.75,BO,2/13/2022 23:31
301,Narsaq,60.9167,-46.05,21.42,95,100,3.69,GL,2/13/2022 23:17
302,Shergarh,28.65,79.35,51.01,70,0,3.83,IN,2/13/2022 23:31
303,Tual,-5.6667,132.75,79.66,78,100,3.83,ID,2/13/2022 23:31
304,Andenes,69.3143,16.1194,30.18,64,55,9.22,NO,2/13/2022 23:31
305,Nalut,30.3333,10.85,52.18,30,15,14.72,LY,2/13/2022 23:31
306,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.62,94,99,2.17,BR,2/13/2022 23:31
307,Sortavala,61.7053,30.6918,33.15,98,100,13.18,RU,2/13/2022 23:31
308,Clyde River,70.4692,-68.5914,-18.17,76,100,24.16,CA,2/13/2022 23:31
309,High Level,58.5169,-117.136,5.11,72,75,2.3,CA,2/13/2022 23:30
310,Meulaboh,4.1363,96.1285,76.32,87,96,4.25,ID,2/13/2022 23:31
311,Rio Grande,-32.035,-52.0986,64.94,53,0,10.29,BR,2/13/2022 23:31
312,Batemans Bay,-35.7167,150.1833,81.19,45,82,6.67,AU,2/13/2022 23:30
313,Garissa,-0.4536,39.6401,76.12,69,27,7.92,KE,2/13/2022 23:31
314,Brae,60.3964,-1.353,40.91,84,90,21.25,GB,2/13/2022 23:31
315,Hilton Head Island,32.2163,-80.7526,60.85,54,0,10.36,US,2/13/2022 23:27
316,Ventspils,57.3894,21.5606,37.33,87,0,18.41,LV,2/13/2022 23:31
317,Naples,40.8333,14.25,54.75,87,0,2.3,IT,2/13/2022 23:29
318,Bandarbeyla,9.4942,50.8122,73.72,69,23,12.84,SO,2/13/2022 23:32
319,General Pico,-35.6566,-63.7568,65.77,42,0,7.67,AR,2/13/2022 23:31
320,Quelimane,-17.8786,36.8883,76.95,94,40,3.44,MZ,2/13/2022 23:32
321,Hamilton,39.1834,-84.5333,24.73,84,100,12.66,US,2/13/2022 23:32
322,Blagoyevo,63.3667,47.9167,-0.22,99,85,3.87,RU,2/13/2022 23:32
323,Kars,40.602,43.095,9.45,85,0,2.3,TR,2/13/2022 23:32
324,Andra,62.5147,65.8878,-8.82,99,100,2.28,RU,2/13/2022 23:32
325,Goure,13.9835,10.2704,72.01,11,1,8.28,NE,2/13/2022 23:32
326,Gbarnga,6.9956,-9.4722,69.96,97,38,1.68,LR,2/13/2022 23:32
327,Saldanha,-33.0117,17.9442,66.25,90,0,18.92,ZA,2/13/2022 23:29
328,Yumen,40.2833,97.2,23.2,50,74,14.05,CN,2/13/2022 23:32
329,Cestas,44.7435,-0.6791,53.53,81,100,14.97,FR,2/13/2022 23:32
330,Otuzco,-7.9,-78.5833,37.72,89,94,3.09,PE,2/13/2022 23:32
331,Dolinsk,47.35,142.8,22.86,92,100,9.13,RU,2/13/2022 23:32
332,Avera,33.194,-82.5271,54.28,32,6,16.96,US,2/13/2022 23:29
333,Chulym,55.0997,80.9572,18.16,92,100,17.34,RU,2/13/2022 23:32
334,Moron,-34.6534,-58.6198,76.98,39,0,4.45,AR,2/13/2022 23:32
335,Bang Saphan,11.2126,99.5117,76.95,89,65,0.16,TH,2/13/2022 23:32
336,Bay Saint Louis,30.3088,-89.33,55.49,26,0,10.36,US,2/13/2022 23:32
337,Fukue,32.6881,128.8419,50.36,57,75,16.11,JP,2/13/2022 23:32
338,Kahului,20.8947,-156.47,80.62,66,20,17.27,US,2/13/2022 23:29
339,Nha Trang,12.25,109.1833,77,87,78,5.57,VN,2/13/2022 23:32
340,Saint Anthony,45.0205,-93.218,9.14,57,100,10.36,US,2/13/2022 23:30
341,Saint-Joseph,-21.3667,55.6167,77.38,85,21,13.47,RE,2/13/2022 23:32
342,Cedar City,37.6775,-113.0619,59.97,13,0,0,US,2/13/2022 23:32
343,Hay River,60.8156,-115.7999,-7.62,71,75,3.44,CA,2/13/2022 23:32
344,Tingo Maria,-9.2895,-76.0088,69.01,98,100,0.34,PE,2/13/2022 23:32
345,Esil,51.9556,66.4042,14.49,95,100,8.57,KZ,2/13/2022 23:33
346,Souillac,-20.5167,57.5167,81.36,94,40,8.05,MU,2/13/2022 23:33
347,Weligama,5.9667,80.4167,72.18,89,93,6.91,LK,2/13/2022 23:33
348,Tessalit,20.1986,1.0114,62.44,21,13,11.68,ML,2/13/2022 23:33
349,Kenora,49.8167,-94.4337,-2.22,77,100,6.91,CA,2/13/2022 23:33
350,Farafangana,-22.8167,47.8333,74.93,89,7,4.25,MG,2/13/2022 23:33
351,Ankazobe,-18.3167,47.1167,66.61,91,84,3.33,MG,2/13/2022 23:33
352,Mahibadhoo,3.7833,72.9667,80.87,78,100,9.13,MV,2/13/2022 23:33
353,Hit,33.6416,42.8251,54.23,42,0,8.79,IQ,2/13/2022 23:33
354,Umuarama,-23.7664,-53.325,74.84,70,66,3.58,BR,2/13/2022 23:30
355,Pingliang,35.5392,106.6861,18.3,88,22,4.68,CN,2/13/2022 23:33
356,Bluefield,37.2698,-81.2223,30.06,64,20,10.36,US,2/13/2022 23:28
357,Arroio Dos Ratos,-30.0772,-51.7292,70.79,96,30,3.89,BR,2/13/2022 23:33
358,Zyryanka,65.75,150.85,-27.47,94,25,6.89,RU,2/13/2022 23:33
359,Aklavik,68.2191,-135.0107,-26.57,96,100,8.34,CA,2/13/2022 23:29
360,Nhulunbuy,-12.2333,136.7667,86.61,66,8,10.36,AU,2/13/2022 23:31
361,Hambantota,6.1241,81.1185,75.45,83,90,14.41,LK,2/13/2022 23:33
362,Parbhani,19.2667,76.7833,64.89,34,7,7.54,IN,2/13/2022 23:33
363,Mali,12.079,-12.2982,61.79,15,6,2.44,GN,2/13/2022 23:33
364,Mangrol,21.1167,70.1167,64.81,67,1,9.75,IN,2/13/2022 23:30
365,Copala,16.65,-98.9833,82.18,57,82,7.52,MX,2/13/2022 23:34
366,Jishou,28.3167,109.7167,43.32,81,93,1.19,CN,2/13/2022 23:34
367,Miri,4.4148,114.0089,77.14,100,40,3.44,MY,2/13/2022 23:34
368,Chengde,40.9725,117.9361,11.53,70,68,4.99,CN,2/13/2022 23:31
369,Tumba,59.1986,17.8332,38.41,85,100,5.75,SE,2/13/2022 23:34
370,Viseu,40.661,-7.9097,47.53,92,78,4.03,PT,2/13/2022 23:34
371,Hokitika,-42.7167,170.9667,62.28,48,4,6.62,NZ,2/13/2022 23:34
372,Los Llanos De Aridane,28.6585,-17.9182,60.55,72,40,8.05,ES,2/13/2022 23:33
373,Paso De Carrasco,-34.8603,-56.0522,70.25,68,0,2.3,UY,2/13/2022 23:34
374,Broome,42.2506,-75.833,19.62,66,0,9.22,US,2/13/2022 23:34
375,Nichinan,31.6,131.3667,47.88,84,100,11.81,JP,2/13/2022 23:34
376,Mushie,-3.0167,16.9,71.31,96,93,1.23,CD,2/13/2022 23:34
377,Alofi,-19.0595,-169.9187,85.89,62,97,10.36,NU,2/13/2022 23:31
378,Kaeo,-35.1,173.7833,73.33,64,63,4.03,NZ,2/13/2022 23:34
379,Dawlatabad,36.4141,64.9053,40.5,60,10,3.83,AF,2/13/2022 23:34
380,Aksu,41.1231,80.2644,26.8,42,31,4.85,CN,2/13/2022 23:34
381,Nizwa,22.9333,57.5333,59.13,69,0,1.57,OM,2/13/2022 23:34
382,Kabanjahe,3.1001,98.4908,61.56,95,98,1.61,ID,2/13/2022 23:34
383,Cartagena,10.3997,-75.5144,82.02,69,20,12.66,CO,2/13/2022 23:34
384,Kenai,60.5544,-151.2583,35.02,95,100,6.91,US,2/13/2022 23:33
385,Ugento,39.9263,18.1574,43.97,78,6,3.69,IT,2/13/2022 23:34
386,Sumenep,-7.0167,113.8667,77.54,82,96,4.63,ID,2/13/2022 23:34
387,Neuquen,-38.9516,-68.0591,89.49,19,0,4.61,AR,2/13/2022 23:31
388,La Ronge,55.1001,-105.2842,12.45,73,40,8.05,CA,2/13/2022 23:29
389,Aranos,-24.1333,19.1167,70.05,68,100,11.68,NA,2/13/2022 23:34
390,Dzerzhinsk,56.2389,43.4631,24.62,93,100,6.71,RU,2/13/2022 23:34
391,Belle Fourche,44.6714,-103.8522,50.88,30,60,11.63,US,2/13/2022 23:34
392,Sur,22.5667,59.5289,71.02,69,0,14.36,OM,2/13/2022 23:33
393,Nan,18.8333,100.6667,57.22,88,17,0,TH,2/13/2022 23:34
394,Sydney,-33.8679,151.2073,77.32,66,75,8.05,AU,2/13/2022 23:33
395,Egvekinot,66.3167,-179.1667,-16.28,91,59,5.32,RU,2/13/2022 23:31
396,Acari,-15.4311,-74.6158,74.43,74,29,5.26,PE,2/13/2022 23:34
397,Changji,44.0167,87.3167,14.79,85,0,2.24,CN,2/13/2022 23:34
398,Moose Factory,51.2585,-80.6094,-4.02,59,0,3.44,CA,2/13/2022 23:34
399,Nata,8.3333,-80.5167,84.07,61,78,12.64,PA,2/13/2022 23:34
400,Chistogorskiy,53.9835,87.3843,13.28,96,100,4.18,RU,2/13/2022 23:34
401,Ahipara,-35.1667,173.1667,69.53,56,81,9.19,NZ,2/13/2022 23:34
402,Kasongo-Lunda,-6.4667,16.8167,70.83,96,100,1.66,CD,2/13/2022 23:34
403,Margate,51.3813,1.3862,49.87,89,100,10,GB,2/13/2022 23:34
404,Palasa,18.7667,84.4167,62.31,56,21,3.58,IN,2/13/2022 23:34
405,Espinho,41.0076,-8.6413,54.01,86,16,11.79,PT,2/13/2022 23:34
406,Yerbogachen,61.2767,108.0108,-31.25,100,87,3.4,RU,2/13/2022 23:35
407,Altamira,-3.2033,-52.2064,71.69,91,82,3.04,BR,2/13/2022 23:35
408,Goderich,43.7501,-81.7165,14.92,85,100,5.75,CA,2/13/2022 23:35
409,Sveti Nikole,41.8696,21.9527,32.85,83,99,4.43,MK,2/13/2022 23:35
410,Menongue,-14.6585,17.691,63.52,91,98,1.81,AO,2/13/2022 23:35
411,Sao Joao Da Barra,-21.6403,-41.0511,76.42,89,5,13.65,BR,2/13/2022 23:35
412,Neiafu,-18.65,-173.9833,84.88,74,92,12.66,TO,2/13/2022 23:35
413,Kamiiso,41.8167,140.65,19.78,100,20,4.61,JP,2/13/2022 23:35
414,Agueda,40.5772,-8.4444,55.17,93,39,2.08,PT,2/13/2022 23:35
415,Nelson Bay,-32.7167,152.15,79.09,66,95,1.99,AU,2/13/2022 23:35
416,Rochegda,62.8,43.25,10.78,94,100,8.23,RU,2/13/2022 23:35
417,Russell,32.3502,-85.1999,51.08,28,0,10.36,US,2/13/2022 23:35
418,Keskin,39.6731,33.6136,29.66,82,100,3.47,TR,2/13/2022 23:35
419,Ambilobe,-13.2,49.05,72.07,94,49,1.07,MG,2/13/2022 23:35
420,Bireun,5.203,96.7009,76.48,79,62,4.05,ID,2/13/2022 23:35
421,Sabaudia,41.3003,13.0282,51.76,92,58,4.81,IT,2/13/2022 23:35
422,Huarmey,-10.0681,-78.1522,73.35,77,38,9.53,PE,2/13/2022 23:35
423,Dauriya,49.9333,116.8667,-29.42,100,69,0.85,RU,2/13/2022 23:35
424,Ghanzi,-21.5667,21.7833,69.93,63,11,3.8,BW,2/13/2022 23:35
425,Sale,34.0389,-6.8166,55.74,93,60,2.3,MA,2/13/2022 23:32
426,Karratha,-20.7377,116.8463,89.26,50,79,5.95,AU,2/13/2022 23:35
427,Axim,4.8699,-2.2405,78.06,87,29,5.41,GH,2/13/2022 23:35
428,Verkhnyaya Inta,65.9811,60.3094,0.99,89,97,5.32,RU,2/13/2022 23:35
429,Aykhal,66,111.5,-7.85,49,55,1.12,RU,2/13/2022 23:31
430,Kuching,1.55,110.3333,75.42,94,40,0,MY,2/13/2022 23:35
431,Yenotayevka,47.2456,47.0281,30.25,74,0,10.92,RU,2/13/2022 23:35
432,Louis Trichardt,-23.0439,29.9032,65.01,61,25,3.04,ZA,2/13/2022 23:35
433,Lincoln,40.8,-96.667,35.38,41,0,13.8,US,2/13/2022 23:35
434,Nampula,-15.1165,39.2666,71.55,94,75,3.44,MZ,2/13/2022 23:35
435,Sao Domingos,-13.3983,-46.3183,70.14,91,52,2.28,BR,2/13/2022 23:35
436,Boguchany,58.3814,97.4531,-22.95,100,82,3.4,RU,2/13/2022 23:35
437,College,64.8569,-147.8028,15.21,80,100,6.91,US,2/13/2022 23:35
438,Cravo Norte,6.3017,-70.2041,84.18,39,51,4,CO,2/13/2022 23:35
439,Mount Isa,-20.7333,139.5,82.17,65,49,8.05,AU,2/13/2022 23:35
440,Kijang,35.2442,129.2139,42.53,73,98,7.2,KR,2/13/2022 23:35
441,Saint George,37.1041,-113.5841,72.07,13,0,3,US,2/13/2022 23:35
442,Govindgarh,27.5,76.9833,51.06,61,0,1.7,IN,2/13/2022 23:35
443,Dingle,10.9995,122.6711,78.51,83,97,8.25,PH,2/13/2022 23:35
444,Lagos,6.5833,3.75,82.72,83,17,4.29,NG,2/13/2022 23:33
445,Sainte-Maxime,43.3,6.6333,49.68,82,99,10.85,FR,2/13/2022 23:35
446,Fairbanks,64.8378,-147.7164,15.22,80,100,6.91,US,2/13/2022 23:34
447,Akdepe,42.0551,59.3788,33.89,63,80,16.02,TM,2/13/2022 23:35
448,Nouadhibou,20.931,-17.0347,66.18,77,99,18.41,MR,2/13/2022 23:35
449,Coihaique,-45.5752,-72.0662,76.95,33,0,9.22,CL,2/13/2022 23:35
450,Ambalavao,-21.8333,46.9333,63.48,89,58,5.19,MG,2/13/2022 23:35
451,Uji,34.8833,135.8,44.02,55,100,5.88,JP,2/13/2022 23:35
452,Port Hedland,-20.3167,118.5667,84.25,65,10,12.66,AU,2/13/2022 23:33
453,Viedma,-40.8135,-62.9967,78.87,27,0,6.44,AR,2/13/2022 23:35
454,Bowen,-20.0167,148.2333,79.02,63,42,18.99,AU,2/13/2022 23:36
455,Obo,5.3998,26.4869,75.51,22,74,4.61,CF,2/13/2022 23:36
456,Adrar,20.5022,-10.0711,61.81,22,81,11.52,MR,2/13/2022 23:36
457,Valladolid,41.5833,-4.6667,45.75,84,97,18.05,ES,2/13/2022 23:36
458,Anloga,5.7947,0.8973,82.62,82,75,14.9,GH,2/13/2022 23:36
459,Portland,45.5234,-122.6762,65.5,48,75,10.36,US,2/13/2022 23:34
460,Nuuk,64.1835,-51.7216,7.41,85,100,4.61,GL,2/13/2022 23:36
461,Cap-Chat,49.1001,-66.6821,-2.2,84,65,3.44,CA,2/13/2022 23:36
462,Todos Santos,23.45,-110.2167,83.1,66,88,3.58,MX,2/13/2022 23:36
463,Bambanglipuro,-7.95,110.2833,61.61,91,100,5.91,ID,2/13/2022 23:36
464,Ostrovnoy,68.0531,39.5131,21.45,62,100,26.46,RU,2/13/2022 23:36
465,Thaba-Tseka,-29.522,28.6084,59.23,81,95,2.21,LS,2/13/2022 23:36
466,Lensk,60.7253,114.9278,-19.08,99,80,1.52,RU,2/13/2022 23:36
467,Umm Kaddadah,13.6017,26.6876,63.84,18,9,15.35,SD,2/13/2022 23:32
468,Myre,69.1036,15.9492,30.15,62,60,16.82,NO,2/13/2022 23:36
469,Vitoria Da Conquista,-14.8661,-40.8394,66.11,95,65,2.73,BR,2/13/2022 23:36
470,Coos Bay,43.3665,-124.2179,60.31,89,20,9.22,US,2/13/2022 23:36
471,Buckie,57.6757,-2.9624,42.58,64,100,11.23,GB,2/13/2022 23:36
472,Orlik,52.5178,99.825,-25.71,97,88,2.66,RU,2/13/2022 23:36
473,Kyaikkami,16.08,97.5675,74.55,56,66,4.9,MM,2/13/2022 23:36
474,Port Blair,11.6667,92.75,73.44,73,20,2.3,IN,2/13/2022 23:36
475,Pinega,64.7001,43.3936,4.42,92,82,6.96,RU,2/13/2022 23:36
476,Sorong,-0.8833,131.25,78.04,88,100,3.87,ID,2/13/2022 23:35
477,Wahpeton,46.2652,-96.6059,6.82,78,100,19.57,US,2/13/2022 23:36
478,Derzhavinsk,51.1,66.3167,20.32,96,100,11.92,KZ,2/13/2022 23:36
479,Mandalgovi,45.7625,106.2708,-7.96,89,54,7.23,MN,2/13/2022 23:37
480,Mendi,-6.1761,143.6513,61.52,88,98,1.61,PG,2/13/2022 23:34
481,Ketchikan,55.3422,-131.6461,48.18,87,100,5.75,US,2/13/2022 23:37
482,Kloulklubed,7.0419,134.2556,79.3,83,100,22.32,PW,2/13/2022 23:37
483,Strezhevoy,60.7333,77.5889,-5.03,95,98,9.48,RU,2/13/2022 23:33
484,Mazara Del Vallo,37.6641,12.588,51.93,84,85,9.86,IT,2/13/2022 23:37
485,Ampanihy,-24.7,44.75,74.5,84,0,4.92,MG,2/13/2022 23:37
486,Ligayan,4.6533,119.4706,81.9,76,87,11.43,PH,2/13/2022 23:37
487,Benguela,-12.5763,13.4055,75.52,82,91,2.53,AO,2/13/2022 23:37
488,Coquimbo,-29.9533,-71.3436,67.73,68,0,11.5,CL,2/13/2022 23:37
489,Asau,46.4333,26.4,27.95,88,100,3.74,RO,2/13/2022 23:37
490,Doha,25.2867,51.5333,62.58,61,0,8.05,QA,2/13/2022 23:32
491,Maracaju,-21.6144,-55.1683,82.71,41,83,5.19,BR,2/13/2022 23:37
492,Benicarlo,40.4165,0.4271,53.91,73,93,4.27,ES,2/13/2022 23:37
493,Kruisfontein,-34.0033,24.7314,67.19,86,43,5.88,ZA,2/13/2022 23:37
494,Codrington,-38.2667,141.9667,69.22,63,66,9.98,AU,2/13/2022 23:34
495,Zambezi,-13.5432,23.1047,64.54,94,90,2.84,ZM,2/13/2022 23:37
496,Changli,39.7042,119.1506,18.84,71,90,6.8,CN,2/13/2022 23:37
497,Tabory,58.5198,64.5495,-6.77,100,92,2.62,RU,2/13/2022 23:37
498,Husavik,66.0449,-17.3389,4.91,78,75,16.24,IS,2/13/2022 23:32
499,Tanabe,33.7333,135.3667,45.93,58,75,11.5,JP,2/13/2022 23:37
500,Morondava,-20.2833,44.2833,79.68,83,74,0.63,MG,2/13/2022 23:35
501,Terrace,54.5163,-128.6035,39.11,87,100,11.5,CA,2/13/2022 23:36
502,Rambha,19.5167,85.1,63.01,62,10,3.22,IN,2/13/2022 23:37
503,Bathsheba,13.2167,-59.5167,77.61,73,20,16.11,BB,2/13/2022 23:37
504,Nguruka,-5.1092,31.0419,63.84,95,94,3.56,TZ,2/13/2022 23:38
505,Marsa Matruh,31.3525,27.2453,53.8,76,40,5.75,EG,2/13/2022 23:38
506,Usakos,-22,15.6,71.78,79,98,8.86,NA,2/13/2022 23:38
507,Taltal,-25.4,-70.4833,68.4,76,20,4.59,CL,2/13/2022 23:38
508,San Vicente,-26.6167,-54.1333,72.09,61,44,1.74,AR,2/13/2022 23:38
509,Kyra,49.5776,111.9753,-24.14,99,40,3.44,RU,2/13/2022 23:38
510,Port Arthur,38.8,121.2667,21.42,77,100,22.88,CN,2/13/2022 23:38
511,San Ignacio,17.1561,-89.0714,75.34,88,75,6.91,BZ,2/13/2022 23:34
512,Mpika,-11.8343,31.4529,61.79,99,100,1.48,ZM,2/13/2022 23:38
513,Tshikapa,-6.4167,20.8,69.69,98,100,3.38,CD,2/13/2022 23:38
514,Asfi,32.2994,-9.2372,56.14,85,37,9.98,MA,2/13/2022 23:33
515,Port-De-Bouc,43.4,4.9833,52.02,76,100,18.41,FR,2/13/2022 23:38
516,Inhambane,-23.865,35.3833,75.67,82,1,7.63,MZ,2/13/2022 23:38
517,Qaqortoq,60.7167,-46.0333,21.7,95,100,12.1,GL,2/13/2022 23:38
518,Capao Da Canoa,-29.7456,-50.0097,69.8,93,100,1.68,BR,2/13/2022 23:38
519,Ruteng,-8.6136,120.4721,67.86,79,80,1.52,ID,2/13/2022 23:38
520,Orchard Homes,46.8633,-114.0484,54.28,43,0,3.44,US,2/13/2022 23:38
521,Riyadh,24.6877,46.7219,50.14,33,0,8.81,SA,2/13/2022 23:34
522,Mestia,43.0458,42.7278,17.1,59,50,5.28,GE,2/13/2022 23:38
523,Magdalena,14.1999,121.429,78.12,82,98,5.55,PH,2/13/2022 23:38
524,Saint-Pierre,-21.3393,55.4781,78.48,78,0,14.97,RE,2/13/2022 23:38
525,Hensall,43.4334,-81.4998,15.15,95,100,6.06,CA,2/13/2022 23:38
526,Normandin,48.8333,-72.5321,-18.27,63,98,3.44,CA,2/13/2022 23:38
527,Winslow,35.0242,-110.6974,65.3,7,0,6.06,US,2/13/2022 23:33
528,Daragutan,17,122.0333,74.25,88,56,1.03,PH,2/13/2022 23:38
529,Trinidad,-14.8333,-64.9,80.58,74,67,5.75,BO,2/13/2022 23:38
530,Grindavik,63.8424,-22.4338,28.87,93,100,11.5,IS,2/13/2022 23:37
531,Cowra,-33.8333,148.6833,69.73,35,88,4.27,AU,2/13/2022 23:38
532,Bismarck,46.8083,-100.7837,38.88,70,0,20.71,US,2/13/2022 23:37
533,Opuwo,-18.0607,13.84,68.65,86,100,4.36,NA,2/13/2022 23:38
534,Pascagoula,30.3658,-88.5561,54.05,31,0,11.5,US,2/13/2022 23:38
535,San Quintin,30.4833,-115.95,72.68,29,4,11.68,MX,2/13/2022 23:38
536,Hasaki,35.7333,140.8333,36.28,68,100,29.59,JP,2/13/2022 23:38
537,Terney,45.0503,136.6092,17.13,71,54,8.59,RU,2/13/2022 23:38
538,Cardston,49.2,-113.3019,50.29,37,99,8.05,CA,2/13/2022 23:38
539,Ust-Tsilma,65.441,52.1498,-3.66,100,56,4.03,RU,2/13/2022 23:38
540,Ola,59.5833,151.2833,-0.8,76,69,9.13,RU,2/13/2022 23:38
541,Plouzane,48.3833,-4.6167,46.49,87,75,13.8,FR,2/13/2022 23:38
542,Daman,20.4167,72.85,69.67,63,0,1.01,IN,2/13/2022 23:38
543,Faya,18.3851,42.4509,50.11,50,58,2.15,SA,2/13/2022 23:36
544,Turukhansk,65.8167,87.9833,-7.73,90,42,11.79,RU,2/13/2022 23:38
545,Panguna,-6.3164,155.4848,79.03,69,92,3.09,PG,2/13/2022 23:38
546,Almaty,43.25,76.95,21.11,100,100,6.71,KZ,2/13/2022 23:38
547,Lokachi,50.737,24.6494,28.74,76,56,9.22,UA,2/13/2022 23:38
548,Waipawa,-41.4122,175.5153,58.46,71,100,13.4,NZ,2/13/2022 23:38
549,Roma,43.2128,-75.4557,18.66,73,100,10,US,2/13/2022 23:36
550,Nandgaon,20.3167,74.65,66.36,43,1,5.32,IN,2/13/2022 23:38
551,Bijie,27.3125,105.2942,36.81,93,48,2.64,CN,2/13/2022 23:38
552,Richards Bay,-28.783,32.0377,75.92,92,80,6.93,ZA,2/13/2022 23:38
553,Gushikawa,26.3544,127.8686,63.99,94,75,8.05,JP,2/13/2022 23:39
554,Khrebtovaya,56.7032,104.2494,-31.23,100,12,3.2,RU,2/13/2022 23:39
555,Huilong,31.8111,121.655,42.04,80,0,9.08,CN,2/13/2022 23:39
556,Monrovia,6.3005,-10.7969,78.57,85,41,7.38,LR,2/13/2022 23:39
557,Pouembout,-21.1333,164.9,87.76,62,90,5.21,NC,2/13/2022 23:39
558,Dwarka,22.2394,68.9678,68.77,61,0,8.75,IN,2/13/2022 23:39
559,Dawei,14.0833,98.2,72.14,84,28,2.44,MM,2/13/2022 23:39
560,Yermakovskoye,53.2831,92.4003,-6.3,92,79,2.91,RU,2/13/2022 23:39
561,Fort Saint James,54.4333,-124.25,34.47,98,100,1.48,CA,2/13/2022 23:39
562,Kargil,34.5667,76.1,0.91,95,100,1.45,IN,2/13/2022 23:39
563,Roald,62.5833,6.1333,38.91,93,100,18.41,NO,2/13/2022 23:37
564,Houma,29.5958,-90.7195,55.4,30,0,9.22,US,2/13/2022 23:37
565,Kalanguy,51.0167,116.5167,-24.18,99,22,4.74,RU,2/13/2022 23:39
